Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,1672.6,1614.8,1600.1,1561,1595.9,1565.8,1601.8,1666.3,1693.2,1803.2,1763.8
Operating Expenses Qtr Cr,469.5,474.1,481.2,469.6,429.3,579.3,578.2,424.3,405.1,437.6,452.5
Operating Profit Qtr Cr,276.4,235.8,206,210.7,208.6,33.3,5.4,177.2,156.8,152.8,124.7
Operating Profit Margin Qtr %,18.76%,16.73%,14.67%,15.07%,15.16%,2.47%,0.40%,12.71%,11.39%,10.50%,8.29%
Depreciation Qtr Cr,0,0,0,0,0,0,0,0,0,0,0
Interest Qtr Cr,727.6,699.3,717.3,717.6,738,736.7,766.7,793.2,814.3,865.7,926.6
Profit Before Tax Qtr Cr,320.8,301.2,255.5,209.7,164.6,178.3,55.7,164,136.3,70.6,20.5
Tax Qtr Cr,92.1,87.7,70,44.2,55.7,74,21.1,49.1,30.8,-13.1,5.4
Net Profit Qtr Cr,228.8,213.5,185.5,165.4,108.9,104.4,34.6,114.9,105.5,83.7,15.1
Basic EPS Qtr Rs,2.9,2.7,2.3,2.1,1.4,1.3,0.4,1.4,1.3,1.1,0.2
